Review,Rating
"I went there with my parents, and it was totally worth it. The service was extremely good and my parents loved every bit of it.
Starters and dessert always amazing.
Main course have a lot of varities but we always fill ourselves with starters that no place is left in stomach to try main course.
Overall it has been one of my favourite place .",2
not good. chicken pieces are fully roasted. Disappointed. Not a good taste.,0
I usually visit to this place for dining after office the variety of dishes served are good and are also tried to be kept in much authentic way .... It's quite expensive as compared to other restaurants in same service...,1
Qutub Yasin - It was really an awesome experience with these guys. He was really friendly and we had a very good conversation him. I will come back hungry for more.,2
"Below average restaurant,food is not that good,most people go there for buffet,they served cheap welcome drink,which infected my throat.Thats",0
"I went to this restro yesterday for dinner with my husband to beat the monsoon dullness. This outlet is in Gachibowli Rd above Ratnadeep store. There are couple of other restros and to be precise its on the 4th floor.
It was little surprising as this restro share the common space with Eat India Company.
We did not have any prior booking but was amused as there were scarcely couple of diners in the weekend !
One of the staff directed us to a crampy place and we outrightly rejected his proposal. The staff was rigid and told that the place where we wanted to sit with a nice view was already reserved !

We were also curt and told them that if we dont sit in a comfy area, we have other choices.Reluctantly they agreed but I was surprised that hardly two or three diners came while we were having dinner !
They could have attended our request in the first go for the feel good quotient.

Anyways let me quickly summarize the orders we made there-

1. Crabmeat Soup- This soup was thick with minced crab meat. The broth was bland and you can customise it by infusing soy sauce, vineager and crushed pepper. The whiff of craby flavor will surely tingle your taste buds.
2. Corn Cubes - A must try out platter. The dish was innovative. The american corn flour was mixed with miniscule chopped vegetables. Then the kneaded flour was frozen in small cubes and were golden fried. It was crisp and at the same time had a jelly consistency.
3. Chicken Yakitori- I did not like this preparation. It was very dull and tasteless. There were six skewered chicken sticks with capscicum and onion. The chicken pieces were succulent but did not imbue any flavor.

Main Course -

1. Manchow Chicken Fried Rice - The rice was flavorful and spicy with lots of veggies and diced chicken pieces in it. It was a bit sticky and can be consumed at its own.

Dessert
1. Bangkok Custurd- I was assuming that this dessert will be cold but it was just the opposite. The custurd was hot and thick and made with coconut puree. The thick sauce was decadent with loads of nuts ! It tasted like Firni. As accompaniment there were thin crusty pineapple spring rolls. It was just yum for the greedy tongue.

Total- Rs. 1396 ( Inclusive of taxes )

Cobclusion - The price range is moderate and the portion is generous in amount.The food is delectable but did not have any exlusive or signature dish which can attract guest for the next time.

The staffs are inexperienced and do not have knowledge abot the items put in the menu card. No coordination among the staffs. Either different staffs will come and ask for the same course of order for multiple times or no one will attend the guest.

The dessert section in the menu card is quite attractive but most of the items are not available. I had a discussion on this with the manager but rather than taking it as a constructive feedback he delved himself into arguments !

This is not the place to enjoy your special occassions. Its just okayish for casual dinner/ lunch. I will think twice to visit this place again.",1
"Barbeque Nation absolutly Great place to Dine with frinds r family..
Buffet was simply mouth watering food..
Ambince superb
Service great ..
Great exprince we had..
We want to visit again .......",2
"I had taken Dinner Buffet. The ambience was good. The food taste and dishes were below average. Everything was self service even the starter. For Veggie people's, I would recommend not to go this restaurant as they don't have items in Paneer and Mushroom in Veg. Apart from this, they had dishes like Egg Burji, Egg Curry, rajma masala, plain rice(not even fried rice), Bhendi fry, etc. Such dishes gave me a feeling that I am dining in a roadside dhaba/tapri. Coconut Barfi, Ice cream was not at all special and seemed to be of low quality, The Pastries tasted as if they are preserved since many days. Overall I would say the buffet is a waste of money in this restaurant.",0
"Ambience : Great, perfectly lit and has separate section for smokers.
Food : starters are really good (did not have much variety but were good in taste) , the main course and desert were just like any average buffet. I would say it does have value for money, not that expensive.
Overall : visit if you have tried all the other buffet restaurants and want to to try something new",1
"Went for lunch along with wife and bro for birthday lunch, And Lunch was perfect and had some decent items on menu, Gopal took good care of us. I would recommend this place for great lunch.",2
"damn too much oil, I can make another curry out of it, that much",0
"This place has a good ambiance and is a treat for people wanting to take pictures but that's about it.

Went on a Sunday and there was no crowd at all. The AC was literally non functional which made it uncomfortable considering the heat outside. The service was on the slower side and the mocktails were underwhelming. Starters were brought to the table and while they tasted good, the pace of refills needed to improve.

I honestly liked the veg biriyani and the schezwan fried rice from the main course. The stone ice cream in the desserts section was worth a mention and that's about it.

It's expensive factoring in the food and service you get. These guys need to pull up their socks if they want really survive in a competitive environment. Could give it a try for the ambiance though.",1
"Excellent service and food buffet! This place has really warm service and they are always willing to customise the menu since it becomes repetitive otherwise. The pocket pinch is slightly higher, but it's totally worth it.

Then best starters are Cajun potato, crispy corn, mushrooms, dahi kebabs, corn tikki. All the starters are lip-smacking. Make sure to keep room for the main course.

I haven't tried many options from the main course, though, dal makhani and rice is a very comfortable choice.

Coming to desserts, gal Jamuns are literally out of the world. Try them with a scoop of vanilla ice-cream. You wouldn't want to eat them anywhere else! Alongside, pan kulfi is a must try. 😍😬 there are a plenty of other desserts to choose from.

Always up for a BarBQue grill 🍖",2
The last time i went to this restaurent the food was not so good as it was very salty and service was also very slow. I called the waiter to change my dish as it was very salty he did’t change it he just modified it and gave it back. Then i called him again for the same reason then he finally got it replaced and gave me the new dish that was also pathetic. #Nevervisit,0
"Beautiful ambience. The vintage look took me back to some good old days. The food was okay but they take quite some time to bring in the order. For instance, 30 min for a glass of Coke? We had been here for dinner and it took us a while to figure out that both urban Asia and Eat India company are together. The staff didn't attend us for a long time. I gave the 3 star for the ambience and the experience I had with the people I went with.",1
"More expensive than the other barbecue counterparts but once you experience this place, you will realise why it's worth every penny. From the starters to the main course. Everything was rich in flavour and taste. Softest mutton sheekh kebab ever I tasted here. The menu didn't include mutton keema, yet our waiter Gopal served us some with pav and ghee naan. His hospitality is worth mentioning. The head chef came and took our feedback. Very warm ambience, good people and great food. Don't miss this place.",2
not good,0
"Ok-ish food and price and taste doesn’t tally.

Ok-ish ambience

Not so great place to sit and have a chat, as it also combines with Tiki Shack and Urban Asia under one roof you felt that I was sitting in some crowded place",1
"Barbeque was good in taste. Quality of fish chicken mutton was perfect. Though main course variety was less, overall i liked the place. Diligent service by all staffs. The head chef also wanted feedback for the food, which i personally like very much! Happy to visit another time!",2
I ordered butter chicken but got paneer,0
"Happened to visit this place for dinner on last Sunday. The ambience is amazing with decor pieces from Rajasthan. They have used various elements in a smart way. We opted for a dinner buffet. The variety of items in the buffet were good. But starters were served cold on the table. This place is decently priced. I personally loved the Thai soup, chicken kabab, butter naan and dal.
Food : 3.5/ 5
Ambience : 4/5
Service :4/5",1
"Good food. I visited 4 times and i like the food.. good hospitality.... ambiance is ok..
Deserts was mouthwatering...I will definitely visit again.. thanks for making my day special.. 🙂🙂🙂
all the best👍👍👍👍",2
food delivered was of very bad quality,0
"#Disappointed

Went for dinner with friends. Was bit disappointed with the service and food. Firstly due to lack of space they have clubbed Urban Asia nd Eat India on the same floor. Which make service bit slow and confused.
We opted for buffet, here also they served fusion of both the restaurant. For example they served chicken sorba for non-veg and Khaw-Souy for veg.
It's simply confusing and making ur dinning experience not that great.",1
"It’s a hell of party when you land with your colleagues or friends at barbecue nation. I should not say about the tenderness of grilled fish, chicken and mutton kebabs being served as starters but also about the veg dishes that grabbed my attention. The main course meals were really nice and dessert was also pretty good for the meal package. It’s a must option if you are choosing for corporate meals, birthday celebrations or friends hangout.",2
not good this time,0
Pretty average fare.. tried the paneer lababdar and zafrani chicken .. just about fine.. the butter nan had very little butter.. service is good .. the waiters were very attentive and cheerful .. eat India company and urban Asia share the same kitchen and floor .. so one can order from either menus..they also have a buffet on the table.. however we tried the ala Carte,1
We went here from office. A group of 17 members. We were the first so seating was not an issue. I had veg starters and it was marvellous. For once the spice levels matched my lower than normal Hyderabad spice margins. The paneers were too soft for the skewers and kept dropping into the fire. The corn fried were very good. Food was excellent especially the sweet corn soup. Desserts we very good. On the whole a satisfying experience.,2
"This outlet has been secluded from the limelight of the Kondapur gachibowli stretch but still manages to garner a decent amount of crowd.

The ambiance is pretty ambivalent with that of a buffet restaurant and casual dining space. It was well lit but could really deck up a few notches. It was more like a corporate dining room rather than a restaurant.

Upon arrival, were served welcome drink which was good but not living up to the expectation. We were asked if we are here for buffet. The restaurant it seems is more concentrated on buffet. I had a look at the menu and it didn't interest me.

The manager at this place was a nice fellow. Who carefully took our order of dragon chicken, punjabi chicken curry, and garlic naan. After a fair bit of waiting time, we're served with dragon chicken.

I would have like the dish to be more crispy and dry, so that the flavours stick to the chicken. It was a hurried preparation of a dish with no amount of time spared for presentation.

The servers need to be taught a little bit about serving. They were fumbling and also were handling hot utensils without using tissue papers.

Then we move on to punjabi chicken curry and garlic naan. Simply put, it was a disaster. The curry was as bland as it could be. Most restaurants in this part of India assume that all dishes of Punjab are made with tandoori chicken and they seriously need to get out of this blind belief. We could only experience the tandoori chicken as the curry had no taste of its own. It was just sitting there doing nothing. Neither it was spicy, not it was tangy. It was going nowhere.

The problem here doesn't lie with the chefs. It lies with the restaurant which is confused in what they are trying to do. They say they are multi cuisine, but multi cuisine doesn't mean, you can make disaster dishes and pass them off. I am not a fan of multi cuisine. When you have such a title, you should at least try to make it work for you. The restaurant is confused whether it should cater to immigrant North Indian population or the traditional South Indian population.

One thing that screams out their confusion about the above is their Buffet menu. They tried to make it a fusion and have ended it making a confusion.

Had the restaurant, been a traditional southern one, I would have been pleased to order a plate of traditional andhra chicken on a banana leaf and would have eaten to my hearts content.

The restaurant needs to find its footing. The owners need to decide which way they want to go. Maybe hire some traditional North Indian guys for North cuisine.

Ambience : 3
Taste: 2
Service :2
Value for money: 2",0
"Descent place. Nice and different Ambience. Buffet was ok ok. It started on a high note with Chicken Shorba followed by starters and main course. And as we were moving to main course taste of food was not great. It was either too much salt or garlic ginger paste.

All starters were really nice. Mutton Rogan Josh was best. Thai Green Curry with Steam Rice was delicious. Desert we're hardly available and no one even bothered to refill. Service was nice. Over all ok ok. May be second visit will think and decide if no option available.",1
"Always good , for non veg starters are too good than veg , still overall it's good , always biryani will be same kasmiri flavoured , hope next time I may get new flavoured biryani , rest all staff and service were good",2
food was bad..and very less in quantity,0
Good ambience but average vegetarian food....it was just like any other restaurant....we order paneer tikka and nawabi handi....tikka was fine but handi was very average...,1
Barbeques are one of my favorites. Barbeque Nation is a perfect blend of good food and Ambience. Always been best at servicing. Would be better if they try something new for birthday wishes.,2
worst quality . i was never this much disappointed in my whole life. what kind of packing is that? next time try to give more quantity,0
"Been here for lunch and opted for ala carte..

Must trys - corn cubes
Turn offs - extremely slow service, desserts

FOOD - 3.5/5 - tried corn cubes, crispy potato with butter chilli garlic sauce, paneer lababdar, mint and lemon Ice cream.

Corn cubes 5/5 - one of their unqiue dishes. Simply loved it. A highly recommended starters you need to try here.

Crispy Potato 4/5 - tasty and light!

Paneer lababdar 3.5/5 - taste was quite different and paneer was fresh. The tangy taste was dominating and not all may like it.

Tandoor roti 3/5 - was hard.

Lemongrass and mint ice cream 2.5/5- I expected a single serve of ice cream with a mix of these 2 flavors, but I was served with these two separately. Mint ice cream was too strong and we didn't like it, lemongrass was avg.

AMBIENCE 4/5 - decent ambience for a family dining..

SERVICE 2/5 - extremely slow. Had to remind 2-3 times to get our order. This definitely has to be improvised.",1
Food is good. The service from the staff is excellent. Worth every rupee. Reasonable price when compared to other barbeque.. service from the staff is excellent...,2
"Good ambience.good spread, buffet for dinner yesterday night.Highly dissapointed about the vegetarian curries which were rottened, 2 out of three were rottened. The triple pudding in the deserts with rottened fruits was pathetic. Overall vegetarian food for the buffet was ignored by the restaurant. Pls do takecare #bananaleaf, don't dissapoint your customers.",0
"Decent Ambience with light music. Taste of food - Not that great, No much Varieties in buffet. In all, it is not worth the money spent.
They really need to keep more varieties.
No salads.
only 3 desserts including ice cream.
So, it was an average experience",1
"Serving is nice,food is good starters are good enough to get a 3 star main course is excellent when compared to absolute barbecues but star of the show is malai kulfi.absolute show.stopper of the buffet.",2
The worst biryani and tandoori I ever had! Looked like some leftover is delivered to me and so expensive. Idiots!,0
"Being a foodie and going for a buffet is like craving for a lump sum treat!
But the restaurant has disappointed.
1. Ambience and service was great.
2. We went for buffet , firstly the starters weren't that good at taste. Common panner kebab type of starter, corn , chicken, veg kebab. Well none o them weren't good as having them twice.
3. Main course was a disaster, very few choices that too of rare vegetables and less eaten. No panner the main dish, rice items weren't good. Skipped and went to the desert section.
4. Desserts was like stabbing a dead man. Nothing exciting, only the ice cream was good.

Overall, it is expensive and less satisfying. If you are hungry and looking for a buffet please skip this one.",1
Good place for birthdays and similar events. Wide variety of food items available. Had visited the place during some fest wherein I found lots of varieties.,2
worst food,0
"Eat India Company is attached to Urban Asia.
We tried out their buffet.
Food was decent. Liked the starters, and the main course menu. Thai green curry was impressive.
Service was a little slow.
I would have liked more variation in deserts.
Nonetheless, a decent meal.",1
"Visited this place on our marriage anniversary. Food was excellent. especially the starters. liked the mutton sheek kebab more. meat was tender and tasty. bbq prawns were good as well. veggies will love crispy corn here. Can improve on the desserts variety.
Service was excellent. Right from the valet guy to the manager, every one were courteous.
Azad who served food for us was very assistive and always checked if we needed anything. Chef was kind enough to ask us about the food and cooked chicken specially for us which was terrific. All seemed perfect for a perfect day.",2
"The worst biryani i ever had in my life till date. I am sure kritunga biryani tastes good, hope this is zomato fault they have delivered me a local biryani instead kritunga, theres no kritunga cover when i got it, it was packed in a normal cover. The worst exp i had today",0
"Had been here on my birthday and opted for unlimited dinner and have to say till then my birthday was going great because the food was real disappointment including soup, starters, main course and dessert.",1
"One of the best place I've ever went to buffet. Especially the great service provided by the agents over there , it really impressed. It was on my birthdae :) April 2. Sorry for the late review.
Starting from Welcome Drink till the complimentary cake , the food was so delicious.... Great Job !!!!",2
"A complete and absolute disaster. The place where we sat was dirty. There were cracks on the walls. We ordered the food to be less spicy but I guess they cook how they want to cook. The AC was non-existent. It felt like we were sitting in a tandoor. The service was pretty slow.  If you bring food you bring the starters together and then you don't put a gap in between the starters and the main course. The taste was appalling, sub-par service, being in one of the prime locations. I have ordered a lot of times from Kritunga Madhapur and that one is very good. I think Kritunga Gachibowli has a long way to go before it becomes worth the money. Wish them the best",0
"A group of 4, we decided to visit this place on Saturday evening. The location is quite on the main road, however, the parking and the entry is terrible. They can surely improve in this aspect as it can be a big turn-off.🤦🏻‍♂️

After entering the restaurant, we were quite impressed with the ambience and the decor. It had a very India taste to it. They had old locks, keys, doors and other wooden stuff adding to the rustic look. 😍

Coming to the food, there is a plethora of options on their menu. Instead of going through it all, we decided to quickly take recommendations and order it with the bearer. Hariyali Paneer Tikka and Corn cubes made for the perfect starter combination. Corn cubes cannot be missed here. My friend ordered a Chicken starter which was quite average though. Moving to main course, we wanted to keep it simple with rotis and a few curries. Paneer Lababdar, Mushroom curry and Nizami Handi seemed like good choices. Food was decent.

The service was not impeccable. It ca surely be improved. Also, they did not even serve finger bowls at the end of our meal. Quite a surprise. 😑

The price point is a little on the higher side- probably much more than average. 😅😅 It can be a great negative. They accepted gold on food, so yay!

Overall, a good experience, but probably not one worth visiting again.",1
"Have been there for our wedding anniversary. Excellent service provided be staff. Non veg starters were too good. Ambiance was also good. Didn't feel the main course that great compared to starters (Didnt like Chicken Dum biryani). Enjoyed desserts a lot especially Kulfi

Thank Staff for helping us and celebrating our event :)",2
"I had ordered chicken dum biriyani...There is no chicken dum inside it also the chicken pieces are very small in size . I would also suggest to work on your food packaging ..
Very much disappointed with the quality of food.",0
"The best thing about this place is it's aimbence. Food was good, would have been better for it's price. Gachibowli branch is clubbed with urban aisa. Zomato gold customers can take advantage of it.

Aimbence: 5/5
Service: 4/5
Food: 3.5",1
"You guys are really awesome. What else a foodie like me can expect for lunch, good food and great hospitality......I should take a minute from my routine to appreciate the service and hospitality provided by Mr. Vibhishan and Mr. Susheel.......
Though you are the best the curiousness to improve by incorporating inputs/feedback from customers by you are great.....",2
"Hi,

I have ordered king of kodi pulao, Never expect too much from the title of the food. It is the worst thing I have ever eaten on this planet. The chicken is undercooked, The rice is giving a weird smell. As it is not cooked today. I have ordered Paya as well. I don't know if it is fat or oil but it's too spicy and oily. This is not the adept quality of Kritunga because I have been eating in this cuisine for more than three years. It's getting worse every year.",0
"It was supposed to be a really casual lunch and we didn’t expect this place to be nice but were surprised for sure.

So it’s a nice restaurant with well arranged furniture and light. Has a buffet lunch which is very convenient for Software professionals and casual lunches with friends.

I have small complaints which are listed in the end but apart from that I had a nice time.

So in the spread, something that I loved dearly was the Chilly Prawns. I just couldn’t get enough of it. It was amazing.
The chicken was alright. But I can say but prawns were the best. Although they were really small, but can’t complain much. They didn’t give us fish even after we asked for it.

Staff: attentive and service was okay.

Ambience: very nice place, looks good, clean, effort was put in to make it look nice.

Food: food was definitely good I liked it quite a lot apart from the desserts. They were pretty bad.

Complaints: Starting with the ice cream guy- they have a cold stone ice cream. He broke a water glass on the bar counter while making ice cream (technically just mixing it) and he used his already worn gloves and ice cream scoop to push the glass pieces away. Didn’t wash his hands or change his gloves or wash his scoop. For all we know the glass pieces were still on his hands and scoop.

Second is also with the ice cream guy, we found hair inside the ice cream he made us and returned it immediately. Lost our appetite soon after that.

Third is with one of the waiters, probably didn’t want to give us fish even after we asked him to get us some which was on the buffet menu. He agreed to get some but never showed up with it. I hope it’s his memory and nothing else that caused the problem.

Hopefully management reads this and takes action on it.

If those factors are avoided, then will go again definitely.",1
"A place to go with friends and family. Hospitality is just at the next level. Staffs are very polite and know how to delight the customers. Well, starters and deserts are simply awesome. I don't munch much on the main course (not enough space left after yummy starters).
I liked the way staff took my concern regarding pastry where I felt contained an egg (I am vegetarian). They not only ensured me that the said pastry is egg less but also offered me special chocolate chips icecream. You guys are just too good in the hospitality. Will love keep coming back there.",2
"Yesterday I have ordered biryani where in I found insect in my biryani and I’m trying to call restaurant till know no response. And by mistakenly I post my review kritunga palegars restaurant, where in I should post in kritunga restaurant",0
"Ambiance (3/5): 
Decent place for family get together. Comfortable seating arrangement, boring music. 

Food(4.5/5):
The quantity and quality of dishes served are exceptionally great. 

Service(2/5):
Service was extremely slow. Starting from menu to finger bowls to bill we kept calling the waiter and waited for ~10 min after every order. 
I was under the impression that after GST service charges are removed but i was charged additional ~10% service tax. 
Also AXIS bank offer as mentioned on Zomato site was not given by restaurant.",1
"Numerous options. Grilled chicken and prawn , all the kulfis in different flavors are tasty. Pineapple jalebi was very different but okz in taste.A perfect place to satisfy ur hunger with great food , ambiance and service.

Great staff. The service is very good. You can ask them to serve the starters according to ur taste requirement (spicy or mild). Please do the advance booking as it have rush on all the days.",2
Don't drink water in the given glass for more details please check attached images...:)Or ask for plastic glasses or take water bottle and drink with it only.,0
Its a made to order cake shop. We got some cupcakes and cookies from here. Cookies were nice (it had to be it costed something 650 for a box of 15). Cupcakes were just average.,1
"I have visited barbeque nation multiple times and it has been beyond my expectations every time. I love the items which they keep on their grills especially the non-vegetarian ones. in the non-veg ones I most like their prawns and the fish. I had forgot to mention the service and the ambience. the service is good and even the ambience is great. in of the grill I like the crispy corn and  the and some aloo thing they serve it is always awesome. as we went there on jewel of the sea festival, I had got crab curry (with no flesh in it) and we had butter naan and tandoori roti. crab curry was not so great but nice. the butter naan was great and even the tandoori roti was nice. we even went for curd rice and dal makhni. both of them were nice. my overall experience with barbeque nation was awesome.",2
I’ve been to other kritunga’s many times since 6 years and never was disappointed. Ragi sankati one of the benchmark dishes served by kritunga was bad and I’m hesitating to use the word worst. Pulavs weren’t good either keema pulao was below average and veg pulao wasn’t properly cooked. After receiving the order and started eating waiter says they ran out of soft drinks which we ordered. If kritunga really consider reading these reviews I would like to quote a statement “ kritunga you’re just selling your brand but not good food anymore”,0
"Driven is a bike themed cafe where you can even take bikes or luxury cars for rent

This is located in the busiest IT areas of Hyderabad. This is one of the places that is open till late night in this area.

Though the food is good here but certainly overpriced.

Their cold coffee is really good but the brownies need to be a little soft.",1
"Great place 👍🏻 Awesome ambience and food , staff is good and seafood delight is a must try also sizzling chicken 👍🏻 come for budget lunch with your girlfriend 😅",2
"Ordered veg biryani. It is like rice mixed with red chilli powder. Not even tasty. Never order it.
It should be removed from people orders list",0
"Best place for hangouts and chats.
Ordered capuccino - not so great and okay . Can be done better.
Chilli cheese toast - 5/5 . I liked it for its taste and cheesiness.",1
"Visited for lunch today with colleagues and ordered one spicy chicken sizzler combo and two buffets. The buffet comes with veg and non veg sizzler , though without the sides (fries, veggies and noodles/rice). The buffet was decent though not great wrt variety and taste but the sizzler combo left us impressed with very good portions , perfectly cooked fresh chicken fillets loaded with veggies and garlic sauce. Would recommend the sizzler combo over the buffet.",2
Ordered C. Biryani & M. Biryani on 23.12.18...Worst Biryani.. Just tasted and thrown into dust bin.... Dont go with this restaurant... I thought this is one of the branches of somajiguda's kritunga... But it is not... Dnt go to this..,0
"I love this place. Perfect place to have coffee atleast for me. Spacious, evergreen english songs eg Nirvana, Bryan Adams, on the back ground. It is just a perfect cafe where u can just sit, talk, sip coffee, enjoy the background songs, not a noisy cafe like some other cafes. This cafe is definitely going to be my new favourite in the city.

But the negative point is that they don’t have much items on the food menu which is why I gave only 3star.

Recommended if you care the ambiance and coffee more than the food items.",1
"Thanks thanks thanks ones again thank you for your such a hospitality . ..it's great place to dine...
Food was delicious even service also wow...
We want to visit again....

Highly recommend ....",2
"1.Received my order in normal white color instead printed Kritunga covers
2.Delay delivery(negligable)
3.Rice qaulity is very pooooor,looks like is a normal rice(sonamasuri) instead it has to be basmathi rice
4.Taste is worst, looks like fried rice.",0
"The interior arrangement and design suits the name 'driven', many bike models along with bike related stuffs. Location wise it's placed at good and well communicated area. Coffee collections are remarkable. I have a good experience ans would suggest if you are around the place then visit once along with friends.",1
"We are waiting for long time for this restaurant to dine ...

Finally we visited with my family this restaurant
Food was delicious thank you...
Service also glorious, ambiance also nice we want to visit again....
Highly recommend for this restaurant",2
Only masala is der in biryani tooooo much spicy am seeing dis from 3times I ordered but same like diz only they r giving wrost biryani 👎👎👎,0
"#DRIVEN CAFE - A RUSTY BIG TOY CAFE !! Which server some terrific a central nervous system stimulant of the methylxanthine class called 'Caffeine'.

This place is well setup in gachibowli near sheraton Hotel. Surrounded with some fancy cars and bikes with some great ambience and blood rushing coffee. Visited this place many times and tried few items on their menu.

The coffee was good and their food was okish. The walnut brownies was one of my favourites on their menu. Really good place for people to hangout and spend some time.

Service was very poor. That's the main reason for my 3🌟!",1
"Its nice place to dine for team lunch ...
Great service
Great food...

Nice ambiance
we want to visit again we loved service thanks team absolute",2
"The restaurant is not hygiene. All houseflies around. The staff especially the receptionist was rude when asked about the hygiene. Even if you order food, they don’t provide basic stuff like plastic spoon along with food. Totally disappointed with this restaurant.",0
We ordered cold coffee and capacuino. The cold coffee wasn't cold and the capacuino wasn't hot. Disappointed with the temperature of the coffees served. I would give a 4* for its ambience. Received a very small piece of chilly cheese toast. CCD serves better coffees.,1
"Its great place dine absolute sizzler absolutely great place to dine with family and friends....

Today lunch we visited with family we had great experiences ... We Loved the food n service we want to visit again........",2
Very bad service. People just roam around. Not even one gives a menu or takes order. Few don't know what's in menu. Tables aren't clean. Onion places got others finger prints with food.,0
"First thing which strikes is the ambience and the big toys, everyone who will visit this place for sure wld be in awe of the ambience and the big toys i was in hurry and only had cappuccino and it was very good and specially 100 bucks for a cappuccino like that, bang on! But I was not impressed by the service it can surely be improved",1
"Went with family on a week day. We ordered the below:

Exotic Vegetable Pasta (3.5/5) - this can be better

Veg Sizzler with Baked beans (4/5)

Paneer Butter Masala Sizzler (3/5) - asked for less spicy, but it was spicy. Somehow could not enjoy the taste 100%.

Cottage cheese steak sizzler (4.5/5)

Fresh Lime Soda (3/5) - I can make better soda at home.

Ambience (4/5)

Overall it was a decent experience so rating 3.8, but things can be improved.",2
Over Hyped place.No neatness. They open branches in hot places so that they will get the customers no matter what.Especially this DLF branch is no where preferable.,0
"Nice ambience and helpful staff.
Pizza is also good . The quality of cheese in pizza can be slightly better I feel. Coffee even with an extra shot didn't give a strong aroma though",1
"Went for team outing here
All sizzlers pretty are same here just main indegridint changes. The service is a bit slow. Ambience is nice. There brownie sizzler is good. The staff is courteous.",2
"Irrespective of their high reputation of being authentic Andhra food restaurant, I was highly disappointed..Tasted Kheema biryani which was not upto the mark..The service was slow.. ambiance was ok..",0
"Ambience is quite good and this place is nearby to my office. I was disappointed with the food though. Certainly , dint reach to my expectations and the blue berry cheese cake that I had in other cafe's was *wow* , but the one here was bland . The shakes were good compared to the rest that I ordered. Service was good so I would give a 4/5 . Food - 2/5 Ambience - 4/5",1
"Cool place to party with friends &family, good choice of sizzlers available, juice & smoothies also available, little more care will make them perfect, suggesting to place cabage leaves over sizzler plate to avoid colour change of lower level food, wash room at inconvenient place, found lot of delivery boys near counter.
I visited on 26th Feb for my daughters birthday dinner",2
"I have ordered khema biryani and chicken roast, both of them were not good, khema biryani was too bad. I have visited kondapur branch many times and I liked the food, but this time I had a very bad experience",0
"Driven cafe is the new age CCD.
Govthere, chill as much as you want and call for one of their low standard of coffee.
The brew isn’t great and the veg servings aren’t good enough for a meal!
They really need to up the game w.r.t FnB
The car bike game is real strong!",1
"Super sizzlers with decent staff and offers are enough to njoy the place , all should go there to have tasty sizzlers ......i will visit again",2
"Food was okay , strictly South Indian food #northies don’t try unless you are sure u want to eat pure South Indian food.. !! 4/5 for spicy 🌶",0
"After a lot of reco-s and solid rating everywhere, I finally tried out Driven Cafe - mainly to sample their coffee. Unfortunately, I was disappointing with the Cappuccino. Tried a 'medium' Cappuccino - which is a double expresso shot coffee with foamed milk, and it was very underwhelming. No aroma, no kick, it was very bland and generic. Had a hard time getting through it. 
The wife tried Frappe, which was as per her taste and my daughter (who has a major sweet tooth) found her choco chip brownie nice. However, I was quite disappointed overall.",1
"You hear about a place a 100 times, how do you solve the puzzle when you visit it once to experience it yourself... Being a foodie it's important we suss things out in person. One of the puzzle I came across was this place Absolute Sizzler I had mixed reviews and I said let me.try. been here and loved the place.. people have lot of different views and takes on Sizzler's and how they expect it to be like a Dhaba style .... Here it's a fusion of both Desi and videsi tadkaa... So keep an open mind to ravish some delicious sizzlers.... I give a happy 4/5.",2
Very less chicken piecec in chiken biryani... Very spice its like red mirchi rice.. No flavour of biryani... Worst biryani ever... Very much unsatisfied,0
The place is good and the ambience too but the food is expensive and lacks taste.For bike lovers it's a place to try on and just have a normal breakfast can't prefer more than that.,1
"This place is awesome, awesome food awesome staff everything is awesome we like to visit again thank you.

Especially lunch buffet was great n Sizzlers also",2
"It was supposed to be Nellore Fish Pulusu. What I got delivered tasted only like fish and warm water. No salt, no spices, no chillies. Just some pieces of fish and put into coloured warm water. Worst fish curry I had ever. 🤦🏻‍♂️",0
"The best thing about this cafe is that it is open 24x7.
There are lot of beverage options, a few bakery options and very little food options. The ambiance is great for bike enthusiasts, but if you aren't one it is only average for you. They play really good music though.
The food is only average.",1
"Absolute sizzlers absolutely gorgeous place to dine with family and friends.....
Food was delicious n service is fast and great...
Nice ambiance
We want to visit again... thanks",2
is that what Oder fry pieces biryani.... no one will speak that it's fry pieces biryani. it's a chicken curry with only onions,0
"Nice place. Coffee is nice. Stays open till midnight which is great for people who work late night and are in need for a good coffee. We had double chocolate decadent which is ok, as we had better before. Plus it doesn’t look like it’s made fresh. Coffee was nice as it can get better.",1
"Absolute sizzlers it's not only sizzlers thay have meny more...
Especially the lunch buffet was friendly pocket for all....

Great food...
Great experience n good service....

We want to visit again",2
"Pathetic. .. very small and loud, no proper starters and every other menu was not available. May be it was our wrong selection of restaurant. It's not a multicusine restaurant.",0
"Great place to hangout and chill with friends. We just went for a drive around 12.30 and ended up here !
The ambience was pretty cool !
We tried garlic bread, with brownie and a cold coffee !
Brownie was little disappointing i would say, too sweet !
Though Coffee was pretty good !
Garlic bread was ok , it could have been little more crisp !
Will definately like to try out once more with pizzas and pasta !",1
"Today launch we visited this place...food was good service Also Good...nice ambiance ...
It's Good dining place for friends and family

We want to visit again..... thank you",2
"Not at all satisfied with the food.
Order was for fried piece chicken biryani received normal chicken biryani with bones and quantity of food was also very less..
asked for solution wasn't provided.
poor service in online way",0
